POSITION,DEPARTMENT,MONTH_TOTAL,VACATION_13TH_SALARY,EVENTUAL PAYMENTS,PAYED_PREMIUM_LEAVE,OTHER_INDEMNITIES,WAGE_REDUCER,NET_TOTAL,STATUS,MONTH,YEAR
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,25112.68,0.0,0.0,"0,00",326.36,0.0,14948.44,ATIVOS,JANUARY,2023
TECNICO AP GEST OPERACAO  30H,CIA.PROC.DADOS EST.S.P-PRODESP,3709.55,2001.08,132.96,"0,00",157.5,0.0,1970.79,ATIVOS,JANUARY,2023
CHEFE I,DEPARTAM.ESTRADAS RODAGEM DER,2000.7,1000.35,0.0,"0,00",0.0,0.0,2543.93,ATIVOS,JANUARY,2023
ASSISTENTE II,FUNDACAO DESENV.EDUCACAO-FDE,5128.55,13358.11,61.34,"0,00",0.0,0.0,16321.36,ATIVOS,JULY,2023
AUXILIAR DE APOIO OPERACIONAL,FUND.UNIV.VIRT.EST.SP UNIVESP,1174.51,2233.86,0.0,"0,00",0.0,0.0,976.45,ATIVOS,JULY,2023
COORD SERV ESPEC,DERSA DESENVOLVIM.RODOV.S.A.,15757.09,0.0,0.0,"0,00",0.0,0.0,11313.09,ATIVOS,MAY,2023
AGENTE DE AP SOCIOEDUCAT I,FUNDACAO CASA-SP.,3004.74,0.0,37.11,"0,00",0.0,0.0,2396.98,ATIVOS,MAY,2023
ASSESSOR TECNICO II,SECRETARIA TURISMO E VIAGENS,3013.61,1255.67,0.0,"0,00",223.98,0.0,3923.75,ATIVOS,APRIL,2023
ASSISTENTE DE PRODUCAO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,3644.78,0.0,0.0,"0,00",0.0,0.0,2962.48,ATIVOS,JANUARY,2023
TECNICO EM GESTAO PREVID. I,SAO PAULO PREVIDENCIA   SPPREV,3078.81,0.0,0.0,"0,00",0.0,0.0,2286.34,ATIVOS,MAY,2023
TECNICO DE RADIOLOGIA,H.C.FAC.MED.BOTUCATU-HCFMB,2549.27,0.0,230.0,"0,00",0.0,0.0,2542.71,ATIVOS,JULY,2023
TECNICO DE ENFERMAGEM,H.C.FAC.MED.BOTUCATU-HCFMB,6757.45,4061.79,0.0,"0,00",0.0,0.0,9250.55,ATIVOS,JANUARY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,30997.02,0.0,28092.66,"0,00",10278.0,-17365.05,36550.31,ATIVOS,JULY,2023
AG.APOIO PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,2580.9,0.0,0.0,"0,00",69.28,0.0,1764.25,ATIVOS,FEBRUARY,2023
ENCARREGADO I,HC FAC MEDICINA RIB PRETO USP,4580.21,0.0,0.0,"0,00",0.0,0.0,3875.77,ATIVOS,FEBRUARY,2023
AG.SEG.PENIT.CLASSE VI,SECRET.ADMINISTR.PENITENCIARIA,8132.11,0.0,0.0,"0,00",0.0,0.0,5568.71,ATIVOS,JULY,2023
AG.SEG.PENIT.CLASSE I,SECRET.ADMINISTR.PENITENCIARIA,4301.39,0.0,0.0,"0,00",0.0,0.0,3426.94,ATIVOS,MAY,2023
ADVOGADO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,5888.78,0.0,0.0,"0,00",0.0,0.0,3493.81,ATIVOS,MARCH,2023
DIRETOR TECNICO II,HOSP.CLIN.FAC.MED.MARILIA,4535.35,0.0,0.0,"0,00",0.0,0.0,3733.88,ATIVOS,AUGUST,2023
ESPEC.REGUL.FIS.SERV.PUB. III,AG.REG.SERV.PUB.EST.SP ARSESP,12692.9,0.0,0.0,"0,00",0.0,0.0,8960.44,ATIVOS,JANUARY,2023
TECNICO EM METROLOGIA E QUALID,INST.PESOS MEDID.E.S.P-IPEM/SP,5127.93,0.0,0.0,"0,00",0.0,0.0,3960.68,ATIVOS,JUNE,2023
OFICIAL DE SAUDE,CASA CIVIL,4127.59,0.0,0.0,"0,00",121.94,0.0,2754.39,ATIVOS,AUGUST,2023
OFICIAL ADMINISTRATIVO,CONTROLADORIA GERAL DO ESTADO,9602.0,1680.21,3007.03,"0,00",0.0,0.0,10212.31,ATIVOS,MARCH,2023
ANAL.PLAN.ORC.FINANC.PUBL. I,CONTROLADORIA GERAL DO ESTADO,14721.83,0.0,0.0,"0,00",0.0,0.0,7690.73,ATIVOS,MARCH,2023
AGENTE DE APOIO AGROPECUARIO,SECR.AGRICULTURA ABASTECIMENTO,3085.44,0.0,0.0,"0,00",98.62,0.0,2665.06,ATIVOS,MARCH,2023
ANALISTA DE SUPORTE ADMINISTRA,FUNDACAO PROCON,9149.84,9737.97,0.0,"0,00",0.0,0.0,3362.67,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,4726.69,0.0,0.0,"0,00",176.19,0.0,2476.7,ATIVOS,APRIL,2023
ASSESSOR TECNICO IV,SECRET.DESENV.URB.HABITACAO,6499.82,0.0,0.0,"0,00",0.0,0.0,3335.91,ATIVOS,MARCH,2023
PROF.ADJUNTO IV-D,FAC.MED.S.J.R.PRETO-FAMERP,27777.97,0.0,0.0,"0,00",0.0,0.0,20372.4,ATIVOS,FEBRUARY,2023
EXECUTIVO PUBLICO,SECRETARIA ORCAMENTO E GESTAO,7171.24,1195.2,0.0,"0,00",0.0,0.0,4934.84,ATIVOS,JANUARY,2023
ANALISTA FERROVIARIO I,SEC.TRANSPORTES METROPOLITANOS,4540.38,9.55,0.0,"0,00",0.0,0.0,2454.31,ATIVOS,MAY,2023
PESQUISADOR ASSISTENTE,INST.PESQ.TEC.EST.SP IPT,8015.33,14694.77,0.0,"0,00",0.0,0.0,2265.22,ATIVOS,JULY,2023
ENFERMEIRO,FUND.PRO-SANGUE-HEMOCENTRO S.P,17298.92,1073.76,0.0,"0,00",0.0,0.0,11908.18,ATIVOS,AUGUST,2023
TECNICO AP GEST OPERACAO  30H,CIA.PROC.DADOS EST.S.P-PRODESP,10110.43,1299.49,77.06,"0,00",146.39,0.0,6514.11,ATIVOS,JANUARY,2023
AUXILIAR ADMINISTRATIVO,FUND.UNIV.VIRT.EST.SP UNIVESP,3886.23,0.0,0.0,"0,00",0.0,0.0,3178.17,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DE GOVERNO,8602.76,0.0,0.0,"0,00",1138.82,0.0,6955.43,ATIVOS,JANUARY,2023
FIGURINISTA/MAQUIADO,FUND.PE.ANCHIETA-C.P.RADIO TV.,4715.5,0.0,0.0,"0,00",0.0,0.0,3460.95,ATIVOS,AUGUST,2023
TEC. EM GESTAO ORG. I B,FITESP-JOSE GOMES DA SILVA,2581.6,0.0,0.0,"0,00",0.0,0.0,2307.95,ATIVOS,FEBRUARY,2023
AUXILIAR DE ENFERMAGEM,HC FAC MEDICINA RIB PRETO USP,2690.08,1101.37,0.0,"0,00",386.51,0.0,3855.26,ATIVOS,MARCH,2023
DELEGADO POLICIA 1A CLASSE,SECRETARIA SEGURANCA PUBLICA,22591.14,3765.18,0.0,"0,00",4080.3,0.0,18354.95,ATIVOS,JANUARY,2023
MAQUINISTA,C.P.TRENS METROPOLITANOS-CPTM,6724.86,0.0,2212.9,"0,00",0.0,0.0,7249.64,ATIVOS,MARCH,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DE ESPORTES,3046.31,129.4,348.83,"0,00",478.51,0.0,3317.33,ATIVOS,JULY,2023
ASSESSOR TEC PREVIDENCIARIO,SAO PAULO PREVIDENCIA   SPPREV,12166.83,0.0,0.0,"0,00",0.0,0.0,7503.5,ATIVOS,JULY,2023
PROCURADOR DO ESTADO NIVEL III,PROCURADORIA GERAL DO ESTADO,51346.13,20825.46,0.0,"0,00",0.0,-9695.21,44802.94,ATIVOS,AUGUST,2023
DIRETOR I,CASA CIVIL,4562.99,2281.49,0.0,"0,00",131.02,0.0,6058.22,ATIVOS,APRIL,2023
ASSISTENTE ADMINISTRATIVO,SECRETARIA DESENVOLV. SOCIAL,1406.93,0.0,0.0,"0,00",302.78,0.0,1532.56,ATIVOS,JUNE,2023
ASSISTENTE DE SERVI O,JUNTA COMERC.E.S.PAULO-JUCESP,2864.47,0.0,0.0,"0,00",0.0,0.0,2257.14,ATIVOS,MAY,2023
AG. ESCOLTA E VIGILANCIA PENIT,SECRET.ADMINISTR.PENITENCIARIA,9981.09,0.0,1740.97,"0,00",0.0,0.0,4719.54,ATIVOS,AUGUST,2023
COORD.SERIE MEDICINA ENFERMAGE,FACULDADE MED. MARILIA FAMEMA,8658.75,0.0,0.0,"0,00",0.0,0.0,6526.76,ATIVOS,MAY,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,1927.41,0.0,0.0,"0,00",1043.51,0.0,1404.96,ATIVOS,MARCH,2023
CONS FISC.,CIA.PROCES.DAD.EST.SP PRODESP,6581.79,0.0,0.0,"0,00",0.0,0.0,5236.14,ATIVOS,AUGUST,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,7728.59,0.0,0.0,"0,00",-44.57,0.0,5235.93,ATIVOS,MARCH,2023
ENCARREGADO II,DEPTO.AGUAS ENER.ELETRICA DAEE,3906.51,127.47,0.0,"0,00",0.0,0.0,3525.28,ATIVOS,JULY,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5385.18,0.0,0.0,"0,00",666.28,0.0,4324.7,ATIVOS,MAY,2023
SECRETARIA EXECUTIVA,DESENVOLVE SP AG.FOM.E.S.PAULO,10733.31,0.0,0.0,"0,00",602.81,0.0,5974.39,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,CASA CIVIL,5844.91,0.0,0.0,"0,00",0.0,0.0,3122.32,ATIVOS,JANUARY,2023
TEC ADM I(SECR),CETESB-CIA.AMBIENTAL EST.S.P.,10733.68,0.0,0.0,"0,00",0.0,0.0,7022.82,ATIVOS,MARCH,2023
AUX. DE MANUTENCAO (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,2952.89,0.0,266.6,"0,00",0.0,0.0,2046.18,ATIVOS,AUGUST,2023
ASSISTENTE DE GESTAO,AG.REG.SERV.PUB.DEL.TR.EST.SP,3351.32,0.0,0.0,"0,00",0.0,0.0,2966.47,ATIVOS,JULY,2023
AUXILIAR SERV.GERAIS,SECR.DESENVOLVIMENTO ECONOMICO,1979.29,1399.39,1979.29,"0,00",865.67,0.0,4912.88,ATIVOS,JANUARY,2023
ASSESSOR TECNICO III,SECRETARIA DE COMUNICACAO,6119.44,1019.9,0.0,"0,00",20.03,0.0,5614.77,ATIVOS,JUNE,2023
ANALISTA DE RECURSOS HUMANOS I,EMAE EMP.MET.AGUAS ENERGIA S/A,14802.8,0.0,0.0,"0,00",0.0,0.0,5614.16,ATIVOS,MARCH,2023
PROF.DR.QUIMICA (Q.ESP),SECR.DESENVOLVIMENTO ECONOMICO,18633.23,0.0,0.0,"0,00",0.0,0.0,13189.63,ATIVOS,APRIL,2023
PROFESSOR DE ENSINO SUPERIOR,C.E.ED.TEC.PAULA SOUZA-CEETEPS,10350.78,0.0,48.85,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
AUXILIAR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,3227.39,1882.33,268.33,"0,00",0.0,0.0,3925.91,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,AUGUST,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SERV.PUB.DEL.TR.EST.SP,3856.55,0.0,0.0,"0,00",0.0,0.0,3090.29,ATIVOS,APRIL,2023
ANALISTA DE GESTAO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,11655.79,0.0,0.0,"0,00",0.0,0.0,8250.66,ATIVOS,APRIL,2023
MEDICO II,SECRETARIA ORCAMENTO E GESTAO,10992.13,0.0,240.31,"0,00",0.0,0.0,7709.69,ATIVOS,FEBRUARY,2023
DIRETOR III,SECRETARIA JUSTICA E CIDADANIA,4749.2,0.0,0.0,"0,00",31.84,0.0,3738.72,ATIVOS,MARCH,2023
ENGENHEIRO VI,SECRETARIA DA SAUDE,15859.71,0.0,0.0,"0,00",0.0,0.0,11635.81,ATIVOS,JULY,2023
ESTAGIARIO,FUND.PE.ANCHIETA-C.P.RADIO TV.,1400.0,0.0,0.0,"0,00",0.0,0.0,1400.0,ATIVOS,AUGUST,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,9879.77,0.0,0.0,"0,00",802.02,0.0,7821.24,ATIVOS,MAY,2023
SUPERVISOR PEDAGOGICO,FUND.UNIV.VIRT.EST.SP UNIVESP,7000.0,0.0,0.0,"0,00",0.0,0.0,5375.68,ATIVOS,MAY,2023
ASSESSOR TECNICO II,SECRET.GOVERNO RELAC.INSTITUC.,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,APRIL,2023
DIRETOR TECNICO I,HOSP.CLIN.FAC.MED.MARILIA,4498.51,0.0,0.0,"0,00",106.58,0.0,3683.74,ATIVOS,JUNE,2023
CHEFE I,DEPART.ESTRADAS RODAGEM DER,3339.71,0.0,0.0,"0,00",114.61,0.0,2491.09,ATIVOS,JUNE,2023
MEDICO III,SECRETARIA DA SAUDE,6442.79,0.0,0.0,"0,00",814.52,0.0,5282.68,ATIVOS,JANUARY,2023
CONSELHEIRO ADMINISTRATIVO,COMPANHIA DOCAS SAO SEBASTIAO,9872.69,0.0,0.0,"0,00",0.0,0.0,8187.86,ATIVOS,JUNE,2023
APC,FUND.PRE.COM.EST.SP SP PREVCOM,3830.81,75.29,0.0,"0,00",0.0,0.0,2755.74,ATIVOS,JULY,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,12215.31,0.0,0.0,"0,00",370.36,0.0,8314.56,ATIVOS,JANUARY,2023
ASSESSOR TEC. DE GABINETE IV,SECRET.DESENV.URB.HABITACAO,11699.14,0.0,0.0,"0,00",0.0,0.0,7905.67,ATIVOS,JULY,2023
COORDENADOR,DERSA DESENVOLVIM.RODOV.S.A.,25700.65,0.0,0.0,"0,00",0.0,0.0,18475.54,ATIVOS,APRIL,2023
EXECUTIVO PUBLICO,SECRETARIA GESTAO GOVERNO DIG.,8045.34,0.0,0.0,"0,00",0.0,0.0,1355.78,ATIVOS,APRIL,2023
COORDENADOR,SECR.CULTURA ECONOMIA CRIATIVA,11541.3,0.0,0.0,"0,00",0.0,0.0,5584.3,ATIVOS,MAY,2023
ASSESSOR TECNICO III,SECRET.GOVERNO RELAC.INSTITUC.,3614.74,0.0,0.0,"0,00",170.31,0.0,3249.84,ATIVOS,JUNE,2023
ANALISTA SUP TECN JR,"FUND.REM.POP.""C.T.LIMA""-FURP",7346.47,0.0,0.0,"0,00",0.0,0.0,4741.44,ATIVOS,MARCH,2023
ASSISTENTE TECNICO - III,FUND.PF.DR.M.P.PIMENTEL-FUNAP,5139.13,0.0,0.0,"0,00",417.06,0.0,4135.37,ATIVOS,AUGUST,2023
ANALISTA PROJETOS SR,FUND.SIST.EST.ANAL.DADOS SEADE,13328.96,0.0,1499.58,"0,00",0.0,0.0,10248.03,ATIVOS,MARCH,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,6812.13,0.0,0.0,"0,00",866.23,0.0,5734.22,ATIVOS,APRIL,2023
OUTROS VINCULOS,SECRET.ADMINISTR.PENITENCIARIA,274.08,0.0,0.0,"0,00",0.0,0.0,229.77,ATIVOS,MARCH,2023
SUPER DE OPERACOES,FUND.PE.ANCHIETA-C.P.RADIO TV.,10477.52,0.0,0.0,"0,00",791.99,0.0,6587.48,ATIVOS,JULY,2023
MEMBRO EFETIVO,DESENVOLVE SP AG.FOM.E.S.PAULO,16121.24,0.0,0.0,"0,00",0.0,0.0,12130.55,ATIVOS,AUGUST,2023
AUX DE OPER CAMERA,FUND.PE.ANCHIETA-C.P.RADIO TV.,2773.77,0.0,0.0,"0,00",0.0,0.0,2031.59,ATIVOS,APRIL,2023
OP TRAN METROV II  TRAFEGO,COMP.METROPOLITANO S.P.-METRO,5895.6,0.0,1608.83,"0,00",1708.84,0.0,6930.55,ATIVOS,FEBRUARY,2023
TECNICO I,FUNDACAO DESENV.EDUCACAO-FDE,13753.85,0.0,0.0,"0,00",0.0,0.0,9939.16,ATIVOS,APRIL,2023
DOCENTE,FAC.MEDICINA MARILIA-FAMEMA,4657.74,6708.42,0.0,"0,00",0.0,0.0,3281.88,ATIVOS,JANUARY,2023
ENGENHEIRO ESP  CIVIL,COMP.METROPOLITANO S.P.-METRO,24327.8,0.0,2.81,"0,00",0.0,0.0,11651.9,ATIVOS,FEBRUARY,2023
PSICOLOGO,FACULDADE MED. MARILIA FAMEMA,6771.12,0.0,0.0,"0,00",0.0,0.0,5260.91,ATIVOS,AUGUST,2023
ASSESSOR TECNICO I,DESENVOLVE SP AG.FOM.E.S.PAULO,8794.48,3522.92,15322.13,"0,00",0.0,0.0,24338.86,ATIVOS,MARCH,2023
ASSISTENTE III,FUNDACAO DESENV.EDUCACAO-FDE,7559.77,0.0,2192.27,"0,00",0.0,0.0,4359.34,ATIVOS,AUGUST,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SV.P.DEL.TR.E.SP ARTESP,3161.62,0.0,0.0,"0,00",0.0,0.0,2220.04,ATIVOS,FEBRUARY,2023
TECNICO I,FUNDACAO DESENV.EDUCACAO-FDE,15117.9,0.0,0.0,"0,00",0.0,0.0,10921.18,ATIVOS,FEBRUARY,2023
AGENTE TECNICO ASSIST. A SAUDE,INST.AS.MED.SER.PUB.EST IAMSPE,450.29,0.0,0.0,"0,00",0.0,0.0,441.29,ATIVOS,FEBRUARY,2023
AGENTE DE DESENV. SOCIAL,SECRETARIA DESENVOLV. SOCIAL,2497.07,0.0,0.0,"0,00",195.17,0.0,2293.08,ATIVOS,APRIL,2023
ENGENHEIRO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,9870.88,0.0,0.0,"0,00",0.0,0.0,6886.21,ATIVOS,JULY,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5091.93,0.0,0.0,"0,00",625.4,0.0,2856.24,ATIVOS,FEBRUARY,2023
GERENTE,DESENVOLVE SP AG.FOM.E.S.PAULO,29378.03,16393.55,31206.51,"0,00",3409.09,0.0,65807.8,ATIVOS,MARCH,2023
DIRETOR TECNICO I,PROCURADORIA GERAL DO ESTADO,7822.37,1303.72,0.0,"0,00",0.0,0.0,6823.11,ATIVOS,FEBRUARY,2023
ASSESSOR DE GABINETE - REF C7,INST.PESOS MEDID.E.S.P-IPEM/SP,9763.47,0.0,0.0,"0,00",0.0,0.0,7327.69,ATIVOS,JULY,2023
ASSISTENTE SOCIAL I,FUNDACAO CASA-SP.,2193.2,4687.57,1424.01,"0,00",0.0,0.0,2836.31,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,CASA CIVIL,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,MARCH,2023
TECNICO EM GESTAO 11,COM.SAN.BAS.EST.S.PAULO SABESP,6239.84,0.0,0.0,"0,00",0.0,0.0,4591.91,ATIVOS,MAY,2023
AUXILIAR SERV.GERAIS,HOSP.CLIN.FAC.MED.USP-HCFMUSP,2031.23,0.0,230.0,"0,00",0.0,0.0,1619.46,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,INST.AS.MED.SER.PUB.EST IAMSPE,1914.27,46.12,0.0,"0,00",0.0,0.0,901.88,ATIVOS,JANUARY,2023
PROF.ADJUNTO I-E,FAC.MED.S.J.R.PRETO-FAMERP,10101.65,0.0,0.0,"0,00",0.0,0.0,7557.07,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DE ESPORTES,2002.06,0.0,0.0,"0,00",108.67,0.0,1699.33,ATIVOS,AUGUST,2023
TECNICO EM GESTAO PREVID. I,SAO PAULO PREVIDENCIA   SPPREV,2709.14,735.68,0.0,"0,00",0.0,0.0,2404.37,ATIVOS,APRIL,2023
PRESIDENTE,FUND.UNIV.VIRT.EST.SP UNIVESP,23029.49,0.0,0.0,"0,00",0.0,0.0,16945.55,ATIVOS,MAY,2023
SUPERVISOR,DEPART.ESTRADAS RODAGEM DER,3570.12,0.0,0.0,"0,00",155.39,0.0,2984.98,ATIVOS,APRIL,2023
OUTROS VINCULOS,DEPT.ESTAD.TRANSITO DETRAN SP,563.55,0.0,0.0,"0,00",0.0,0.0,563.55,ATIVOS,MARCH,2023
ASSESSOR CHEFE,FUNDACAO PROCON,16259.23,8262.01,0.0,"0,00",0.0,0.0,10893.7,ATIVOS,JULY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,32296.48,0.0,0.0,"0,00",10278.0,0.0,30890.33,ATIVOS,JANUARY,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5356.19,1785.39,0.0,"0,00",662.4,0.0,6303.88,ATIVOS,JANUARY,2023
AG.FISC.REGUL.TRANSPORTE I,AG.REG.SERV.PUB.DEL.TR.EST.SP,3856.55,0.0,0.0,"0,00",0.0,0.0,2308.51,ATIVOS,APRIL,2023
ASSISTENTE DE DIRETORIA,CIA.PAULISTA PARCERIAS CPP,15449.38,0.0,0.0,"0,00",0.0,0.0,11193.12,ATIVOS,MAY,2023
ASSIST. PREVIDENCIARIO,SAO PAULO PREVIDENCIA   SPPREV,2712.28,0.0,0.0,"0,00",0.0,0.0,2470.09,ATIVOS,JUNE,2023
PROFESSOR (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,8836.95,0.0,0.0,"0,00",0.0,0.0,6325.3,ATIVOS,JUNE,2023
ASSESSOR TECNICO II,SECR.EST.DIR.PES.C/DEFICIENCIA,3013.61,0.0,0.0,"0,00",188.78,0.0,2791.34,ATIVOS,FEBRUARY,2023
AUXILIAR T CNICO,COMPANHIA DOCAS SAO SEBASTIAO,9822.66,0.0,0.0,"0,00",0.0,0.0,5286.8,ATIVOS,MARCH,2023
AUXILIAR DE APOIO EM METROLOGI,INST.PESOS MEDID.E.S.P-IPEM/SP,4198.88,0.0,0.0,"0,00",0.0,0.0,3106.2,ATIVOS,FEBRUARY,2023
TECNICO DE ENFERMAGEM,H.C.FAC.MED.BOTUCATU-HCFMB,3845.0,0.0,0.0,"0,00",0.0,0.0,1408.36,ATIVOS,JUNE,2023
OFICIAL DE APOIO METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,9841.14,0.0,635.4,"0,00",0.0,0.0,4958.45,ATIVOS,AUGUST,2023
ASSESSOR TECNICO IV,SECR.CULTURA ECONOMIA CRIATIVA,4656.02,0.0,0.0,"0,00",72.63,0.0,3864.35,ATIVOS,JULY,2023
OPERADOR FERROVIARIO,SEC.TRANSPORTES METROPOLITANOS,3487.23,0.0,0.0,"0,00",0.0,0.0,2675.16,ATIVOS,JUNE,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5122.78,0.0,0.0,"0,00",694.05,0.0,4452.07,ATIVOS,FEBRUARY,2023
AGENTE DE SANEAMENTO AMBIENTAL,COM.SAN.BAS.EST.S.PAULO SABESP,5026.41,0.0,0.0,"0,00",0.0,0.0,3810.85,ATIVOS,JUNE,2023
ESPECIALISTA EM GESTAO DE PROJ,FUND.UNIV.VIRT.EST.SP UNIVESP,10412.27,0.0,0.0,"0,00",0.0,0.0,7537.76,ATIVOS,MAY,2023
DIRETOR TECNICO III,SECRETARIA DE COMUNICACAO,10650.73,5325.36,0.0,"0,00",0.0,0.0,10245.01,ATIVOS,FEBRUARY,2023
ASSIST. TEC. PREVIDENCIARIO I,SAO PAULO PREVIDENCIA   SPPREV,4916.01,0.0,0.0,"0,00",0.0,0.0,3397.13,ATIVOS,APRIL,2023
DIRETOR TECNICO I,SECRETARIA INF. MEIO AMBIENTE,4677.16,1559.05,0.0,"0,00",0.0,0.0,3560.72,ATIVOS,JANUARY,2023
TECNICO ESPECIALIZADO II,INST.PESQ.TEC.EST.SP IPT,6449.62,4180.29,0.27,"0,00",0.0,0.0,2599.33,ATIVOS,JUNE,2023
SUPERVISOR DE EQUIPE ADMINISTR,FUND.UNIV.VIRT.EST.SP UNIVESP,9456.48,0.0,0.0,"0,00",0.0,0.0,7157.26,ATIVOS,JULY,2023
TECNICO ESPECIALIZADO III,INST.PESQ.TECNOLOGICAS EST.S.P,6897.93,9129.07,345.33,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,DEPTO. EST. TRANSITO DETRAN SP,2501.78,0.0,0.0,"0,00",219.49,0.0,2331.8,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECR.DESENVOLVIMENTO ECONOMICO,5865.57,0.0,0.0,"0,00",751.31,0.0,3741.19,ATIVOS,MARCH,2023
CONTROLADOR DE ESTOQUE,FUND.PRO-SANGUE-HEMOCENTRO S.P,2456.98,0.0,0.0,"0,00",0.0,0.0,1539.68,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECR.DESENVOLVIMENTO ECONOMICO,2524.89,0.0,0.0,"0,00",182.9,0.0,2177.31,ATIVOS,JANUARY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,30204.65,0.0,0.0,"0,00",10278.0,0.0,29730.0,ATIVOS,MAY,2023
ASSISTENTE TECNICO - LP,INST.PESQ.TECNOLOGICAS EST.S.P,10180.28,4524.57,0.0,"0,00",0.0,0.0,5529.35,ATIVOS,JANUARY,2023
ADVOGADO JUNIOR,CIA.DES.HAB.URB.EST.S.P.-CDHU,20570.83,0.0,55011.51,"0,00",0.0,0.0,54675.58,ATIVOS,AUGUST,2023
MEDICO II,INST MED SOC CRIMINO SP- IMESC,10171.04,0.0,0.0,"0,00",0.0,0.0,6420.27,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA DE ESPORTES,2278.28,0.0,0.0,"0,00",92.1,0.0,1501.46,ATIVOS,MARCH,2023
ASSESSOR II,SECRETARIA DE COMUNICACAO,3537.68,0.0,0.0,"0,00",0.0,0.0,2938.62,ATIVOS,MARCH,2023
CONFERENTE MATERIAIS,"FUND.REM.POP.""C.T.LIMA""-FURP",3730.76,0.0,0.0,"0,00",0.0,0.0,2888.72,ATIVOS,APRIL,2023
ASSESSOR I,SECRET.GOVERNO RELAC.INSTITUC.,1661.55,0.0,0.0,"0,00",305.1,0.0,1803.41,ATIVOS,APRIL,2023
EDITOR III,FUND.PE.ANCHIETA-C.P.RADIO TV.,2483.55,10267.23,0.0,"0,00",0.0,0.0,2126.49,ATIVOS,MAY,2023
ESPEC.REGUL.FIS.SERV.PUB. I,AG.REG.SERV.PUB.EST.SP ARSESP,12342.0,0.0,0.0,"0,00",0.0,0.0,8666.89,ATIVOS,FEBRUARY,2023
ANALISTA DE CONTRATOS,INST.PESQ.TEC.EST.SP IPT,7633.64,0.0,0.27,"0,00",0.0,0.0,3016.59,ATIVOS,JUNE,2023
SECRETARIA,FUND.PRO-SANGUE-HEMOCENTRO S.P,0.0,0.0,0.0,"0,00",27.0,0.0,0.0,ATIVOS,FEBRUARY,2023
OFICIAL SERV.DE NUTRICAO,FACULDADE MED. MARILIA FAMEMA,2906.73,0.0,0.0,"0,00",0.0,0.0,2600.87,ATIVOS,AUGUST,2023
ARQUITETO III,CETESB-CIA.AMBIENTAL EST.S.P.,23145.04,25597.78,0.0,"0,00",0.0,0.0,38965.85,ATIVOS,JULY,2023
