POSITION,DEPARTMENT,MONTH_TOTAL,VACATION_13TH_SALARY,EVENTUAL PAYMENTS,PAYED_PREMIUM_LEAVE,OTHER_INDEMNITIES,WAGE_REDUCER,NET_TOTAL,STATUS,MONTH,YEAR
ATPC III,FUND.PRE.COM.EST.SP SP PREVCOM,8085.54,3741.14,0.0,"0,00",0.0,0.0,5567.45,ATIVOS,JULY,2023
ASSESSOR 1,CIA.PROC.DADOS EST.S.P-PRODESP,9979.65,0.0,0.0,"0,00",40.31,0.0,6452.94,ATIVOS,FEBRUARY,2023
SECRETARIO EXECUTIVO,AG.REG.SV.P.DEL.TR.E.SP ARTESP,16162.72,0.0,0.0,"0,00",0.0,0.0,11951.35,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO II,H.C.FAC.MED.BOTUCATU-HCFMB,3946.87,465.64,0.0,"0,00",251.25,0.0,3549.3,ATIVOS,MARCH,2023
CHEFE II,DEPTO.AGUAS ENER.ELETRICA DAEE,3462.02,0.0,0.0,"0,00",0.0,0.0,3009.99,ATIVOS,APRIL,2023
PROCURADOR DO ESTADO NIVEL III,PROCURADORIA GERAL DO ESTADO,38521.34,0.0,0.0,"0,00",0.0,0.0,24865.41,ATIVOS,MARCH,2023
ESPEC.REGUL.FIS.SERV.PUB. V,AG.REG.SERV.PUB.EST.SP ARSESP,20243.74,0.0,0.0,"0,00",0.0,0.0,14978.02,ATIVOS,JUNE,2023
BIOLOGO II,CETESB-CIA.AMBIENTAL EST.S.P.,17414.51,231.81,0.0,"0,00",0.0,0.0,12546.76,ATIVOS,JANUARY,2023
OUTROS VINCULOS,INST MED SOC CRIMINO SP- IMESC,5367.84,0.0,0.0,"0,00",0.0,0.0,4921.85,ATIVOS,JULY,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,3549.56,0.0,0.0,"0,00",0.0,0.0,3070.48,ATIVOS,FEBRUARY,2023
EXECUTIVO PUBLICO,PROCURADORIA GERAL DO ESTADO,7488.73,1248.12,0.0,"0,00",0.0,0.0,4998.04,ATIVOS,JANUARY,2023
ASSISTENTE DE PRODUCAO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,3644.78,0.0,0.0,"0,00",0.0,0.0,2905.61,ATIVOS,FEBRUARY,2023
PEDREIRO (Q.ESP),SECRET. CIENCIA  TEC. INOVACAO,1457.18,0.0,0.0,"0,00",0.0,0.0,1345.83,ATIVOS,JUNE,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,5735.06,8.55,0.0,"0,00",17.6,0.0,4446.46,ATIVOS,JULY,2023
ASSISTENTE TECNICO II,CIA.DES.HAB.URB.EST.S.P.-CDHU,5708.03,3805.36,0.0,"0,00",0.0,0.0,7175.44,ATIVOS,JUNE,2023
TEC SIST METROV III  MANUTEN,COMP.METROPOLITANO S.P.-METRO,12637.69,9688.11,2208.05,"0,00",0.0,0.0,9413.72,ATIVOS,APRIL,2023
ATPC IV,FUND.PREV.COMPL.EST.SP PREVCOM,11780.36,0.0,0.0,"0,00",0.0,0.0,8750.57,ATIVOS,FEBRUARY,2023
DIRETOR TECNICO III,SECRET. CIENCIA  TEC. INOVACAO,6542.27,3271.13,0.0,"0,00",0.0,0.0,8165.14,ATIVOS,MAY,2023
AUXILIAR ADMINISTRATIVO,"FUND.REM.POP.""C.T.LIMA""-FURP",3199.63,0.0,0.0,"0,00",0.0,0.0,1948.46,ATIVOS,APRIL,2023
CHEFE ADMINISTRATIVO,FAC.MED.S.J.RIO PRETO FAMERP,2930.03,0.0,0.0,"0,00",0.0,0.0,2633.13,ATIVOS,JULY,2023
ENGENHEIRO SENIOR,CIA.DES.HAB.URB.EST.S.P.-CDHU,14370.03,0.0,0.0,"0,00",0.0,0.0,8382.41,ATIVOS,MARCH,2023
ENCARREGADO I,SECRETARIA DA SAUDE,2807.8,0.0,740.73,"0,00",263.47,0.0,3202.63,ATIVOS,JANUARY,2023
ENGENHEIRO VI,DEPART.ESTRADAS RODAGEM DER,40212.95,0.0,0.0,"0,00",0.0,-5640.06,20383.47,ATIVOS,AUGUST,2023
ASSIST. TEC. PREVIDENCIARIO I,SAO PAULO PREVIDENCIA   SPPREV,4681.91,0.0,0.0,"0,00",0.0,0.0,3891.34,ATIVOS,FEBRUARY,2023
OFICIAL SOCIOCULTURAL,SECR.CULTURA ECONOMIA CRIATIVA,4233.38,2156.61,0.0,"0,00",97.99,0.0,5346.48,ATIVOS,JULY,2023
OFICIAL ADMINISTRATIVO,CASA CIVIL,0.0,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,APRIL,2023
AUX.APOIO PESQ.CIENT.TECNOL.,SEC.MEIO AMB. INFRA.LOGIST.,3070.75,2558.95,0.0,"0,00",189.35,0.0,4075.03,ATIVOS,MAY,2023
PESQUISADOR ASSISTENTE,INST.PESQ.TEC.EST.SP IPT,10899.74,0.0,0.0,"0,00",0.0,0.0,6368.79,ATIVOS,APRIL,2023
MEDICO I,HOSP.CLIN.FAC.MED.USP-HCFMUSP,13200.5,3917.72,0.0,"0,00",1902.02,0.0,15398.18,ATIVOS,JUNE,2023
ASSESSOR I,FUND.PREV.COMPL.EST.SP PREVCOM,15432.19,0.0,0.0,"0,00",0.0,0.0,10849.43,ATIVOS,FEBRUARY,2023
OFICIAL ADMINISTRATIVO,DEPT.ESTAD.TRANSITO DETRAN SP,2872.68,0.0,0.0,"0,00",197.23,0.0,2648.7,ATIVOS,AUGUST,2023
PROFESSOR DE ENSINO SUPERIOR,C.E.ED.TEC.PAULA SOUZA-CEETEPS,5427.24,0.0,-30.75,"0,00",0.0,0.0,4348.52,ATIVOS,FEBRUARY,2023
AUXILIAR DE DEPTO. PESSOAL,FAC.MED.S.J.RIO PRETO FAMERP,7296.33,0.0,0.0,"0,00",0.0,0.0,4653.46,ATIVOS,MAY,2023
AUXILIAR SERV.GERAIS,SEC.MEIO AMB. INFRA.LOGIST.,3942.92,0.0,0.0,"0,00",654.48,0.0,2225.55,ATIVOS,AUGUST,2023
OFICIAL OPERACIONAL,SEC.MEIO AMB. INFRA.LOGIST.,3110.18,0.0,0.0,"0,00",257.78,0.0,2890.15,ATIVOS,JUNE,2023
ASSISTENTE I,FUNDACAO DESENV.EDUCACAO-FDE,1067.8,0.0,814.57,"0,00",0.0,0.0,361.86,ATIVOS,MARCH,2023
ANALISTA SOCIOCULTURAL,SECRETARIA DE ESPORTES,5397.41,2698.7,0.0,"5397,40",1006.78,0.0,11109.1,ATIVOS,JULY,2023
AG DE SERVICOS DE OPERACAO,C.P.TRENS METROPOLITANOS-CPTM,5007.12,1938.43,93.02,"0,00",0.0,0.0,5762.73,ATIVOS,JANUARY,2023
MEDICO I,INST.AS.MED.SER.PUB.EST IAMSPE,8750.38,0.0,0.0,"0,00",0.0,0.0,6550.7,ATIVOS,MAY,2023
ANALISTA PLANEJAMENTO SR,FUND.SIST.EST.ANAL.DADOS SEADE,10813.39,0.0,0.0,"0,00",0.0,0.0,6644.7,ATIVOS,JANUARY,2023
SECRETARIO EXECUTIVO,SECRETARIA DESENVOLV. SOCIAL,17174.07,8587.03,0.0,"0,00",0.0,0.0,20772.17,ATIVOS,JULY,2023
AGENTE DE APOIO ADM III,FUNDACAO CASA-SP.,8610.96,0.0,0.0,"0,00",0.0,0.0,6104.94,ATIVOS,APRIL,2023
DIRETOR TECNICO III,CONTROLADORIA GERAL DO ESTADO,20096.8,0.0,0.0,"0,00",0.0,0.0,12245.76,ATIVOS,MARCH,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,11718.0,0.0,0.0,"0,00",4105.27,0.0,8804.02,ATIVOS,MARCH,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,11822.14,0.0,0.0,"0,00",0.0,0.0,8402.01,ATIVOS,APRIL,2023
AST GERENTE DIVISAO,DERSA DESENVOLVIM.RODOV.S.A.,12769.86,0.0,0.0,"0,00",0.0,0.0,9038.51,ATIVOS,MARCH,2023
ENFERMEIRO,FUND.PRO-SANGUE-HEMOCENTRO S.P,8888.83,0.0,0.0,"0,00",0.0,0.0,6651.86,ATIVOS,MAY,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,6911.94,0.0,0.0,"0,00",0.0,0.0,4496.05,ATIVOS,APRIL,2023
ASSISTENTE ADMINISTRATIVO,SECRETARIA DESENVOLV. SOCIAL,1406.93,0.0,0.0,"0,00",232.38,0.0,1504.36,ATIVOS,MAY,2023
ASSESSOR TEC PREVIDENCIARIO,SAO PAULO PREVIDENCIA   SPPREV,11478.14,0.0,0.0,"0,00",0.0,0.0,8570.82,ATIVOS,JUNE,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROCES.DAD.EST.SP PRODESP,10479.19,0.0,0.0,"0,00",1182.79,0.0,6483.2,ATIVOS,JULY,2023
AG.APOIO PESQ.CIENT.TECNOL.,SECR.AGRICULTURA ABASTECIMENTO,4002.26,0.0,0.0,"0,00",0.0,0.0,3274.76,ATIVOS,MARCH,2023
OFICIAL ESTADUAL DE TRANSITO I,DEPTO. EST. TRANSITO DETRAN SP,2151.76,0.0,0.0,"0,00",0.0,0.0,1849.17,ATIVOS,FEBRUARY,2023
INSPETOR QUALIDADE,"FUND.REM.POP.""C.T.LIMA""-FURP",4893.7,0.0,0.0,"0,00",0.0,0.0,3087.68,ATIVOS,MAY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA ORCAMENTO E GESTAO,14710.47,188.55,1131.28,"0,00",0.0,0.0,10511.84,ATIVOS,FEBRUARY,2023
AUXILIAR DE ENFERMAGEM,FAC.MEDICINA MARILIA-FAMEMA,3105.54,0.0,0.0,"0,00",0.0,0.0,2726.15,ATIVOS,JANUARY,2023
ANALISTA DE SISTEMAS,FUND.AMPARO PESQ.EST.SP-FAPESP,10737.62,2863.03,0.0,"0,00",0.0,0.0,7847.09,ATIVOS,JANUARY,2023
ANALISTA ADMINISTRATIVO,FUND. AMP. PESQ. EST.SP FAPESP,13824.3,0.0,0.0,"0,00",1980.0,0.0,11960.45,ATIVOS,MAY,2023
AUX.APOIO PESQ.CIENT.TECNOL.,SECRETARIA INF. MEIO AMBIENTE,2851.92,950.64,0.0,"0,00",255.58,0.0,2609.26,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA JUSTICA E CIDADANIA,3395.19,2263.45,0.0,"0,00",183.48,0.0,4519.5,ATIVOS,APRIL,2023
TECNICO DE FISIOTERAPIA,FACULDADE MED. MARILIA FAMEMA,4149.04,0.0,0.0,"0,00",211.01,0.0,3516.27,ATIVOS,AUGUST,2023
DIRETOR I,SECRETARIA DESENVOLV. SOCIAL,3485.96,0.0,0.0,"0,00",135.84,0.0,2279.8,ATIVOS,APRIL,2023
INVESTIGADOR POL.2A CLASSE,SECRETARIA SEGURANCA PUBLICA,6519.75,0.0,140.02,"0,00",255.76,0.0,5245.03,ATIVOS,JANUARY,2023
TECNICO DE RECURSOS AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,1174.69,0.0,0.0,"0,00",0.0,0.0,21.2,ATIVOS,APRIL,2023
DIRETOR SERV DA FAZENDA ESTAD,SECRET. FAZENDA PLANEJAMENTO,6929.06,3464.52,0.0,"0,00",0.0,0.0,8484.15,ATIVOS,AUGUST,2023
ESPEC. POLITICA PUBLICA I,SECRETARIA GESTAO GOVERNO DIG.,8122.92,0.0,0.0,"0,00",0.0,0.0,5557.49,ATIVOS,JULY,2023
AUXILIAR DE ESCRITORIO,FAC.MEDICINA MARILIA-FAMEMA,1141.5,2284.76,0.0,"0,00",0.0,0.0,97.3,ATIVOS,FEBRUARY,2023
AUXILIAR SERV.GERAIS,DEPARTAM.ESTRADAS RODAGEM DER,3357.36,0.0,0.0,"0,00",0.0,0.0,2951.73,ATIVOS,FEBRUARY,2023
PRESIDENTE,FUND.UNIV.VIRT.EST.SP UNIVESP,24353.69,0.0,0.0,"0,00",0.0,0.0,17905.6,ATIVOS,JULY,2023
PESQUISADOR III,INST.PESQ.TECNOLOGICAS EST.S.P,24824.69,0.0,0.0,"0,00",0.0,0.0,12233.82,ATIVOS,JANUARY,2023
AG. ESCOLTA E VIGILANCIA PENIT,SECRET.ADMINISTR.PENITENCIARIA,5328.95,0.0,0.0,"0,00",0.0,0.0,3002.03,ATIVOS,APRIL,2023
OFICIAL ADMINISTRATIVO,SECR.DESENVOLVIMENTO ECONOMICO,4623.12,0.0,0.0,"0,00",76.61,0.0,3672.79,ATIVOS,JANUARY,2023
DIRETOR TECNICO II,SECRETARIA JUSTICA E CIDADANIA,6212.64,0.0,0.0,"0,00",0.0,0.0,3023.17,ATIVOS,MARCH,2023
PROF.ADJUNTO IV-D,FAC.MED.S.J.RIO PRETO FAMERP,40435.3,0.0,0.0,"0,00",0.0,-5862.41,20244.32,ATIVOS,JULY,2023
EXECUTIVO PUBLICO,SECRETARIA DE ESPORTES,5445.97,0.0,0.0,"0,00",0.0,0.0,4219.43,ATIVOS,MARCH,2023
OFICIAL ADMINISTRATIVO,SECRETARIA POLIT. P/ MULHER,2339.17,0.0,0.0,"0,00",211.64,0.0,1421.69,ATIVOS,JULY,2023
DIRETOR TECNICO III,SECRETARIA ORCAMENTO E GESTAO,11774.92,0.0,0.0,"0,00",0.0,0.0,7684.18,ATIVOS,FEBRUARY,2023
ASSESSOR TEC. DE GABINETE IV,SECRETARIA DE COMUNICACAO,16545.42,0.0,0.0,"0,00",0.0,0.0,11748.22,ATIVOS,MAY,2023
ASSISTENTE TECNICO II,CIA.DES.HAB.URB.EST.S.P.-CDHU,15451.49,0.0,0.0,"0,00",0.0,0.0,10924.37,ATIVOS,JANUARY,2023
ANALISTA DE REC AMBIENTAIS,FUND.CONS.PR.FLOR.EST.SP F.FL.,4990.0,0.0,0.0,"0,00",499.0,0.0,4354.26,ATIVOS,MARCH,2023
ANALISTA DE SERVICO ACADEMICO,FAC.MED.S.J.RIO PRETO FAMERP,3388.69,0.0,0.0,"0,00",0.0,0.0,2971.72,ATIVOS,MARCH,2023
SUPERVISOR MANUTENCAO,COMP.METROPOLITANO S.P.-METRO,19325.53,0.0,4831.38,"0,00",0.0,0.0,15131.75,ATIVOS,MAY,2023
OUTROS VINCULOS,CASA CIVIL,3210.08,-0.57,-149.27,"0,00",0.0,0.0,2691.63,ATIVOS,AUGUST,2023
COL.DADOS/APLIC.MUNIC.SP,FUND.SIST.EST.ANAL.DADOS SEADE,0.0,0.0,411.69,"0,00",0.0,0.0,385.65,ATIVOS,MAY,2023
OFICIAL ADMINISTRATIVO,SECRET.DESENV.URB.HABITACAO,5746.6,0.0,0.0,"0,00",716.88,0.0,4857.35,ATIVOS,MAY,2023
ATENDENTE DE CENTRAL,EMP.METR.TR.URB.SP.S/A-EMTU-SP,3676.13,0.0,0.0,"0,00",0.0,0.0,2919.16,ATIVOS,APRIL,2023
ASSISTENTE TECNICO II,CIA.DES.HAB.URB.EST.S.P.-CDHU,13458.25,3588.87,0.0,"0,00",0.0,0.0,8700.25,ATIVOS,AUGUST,2023
MEDICO II,HOSP.CLIN.FAC.MED.USP-HCFMUSP,8644.43,0.0,0.0,"0,00",0.0,0.0,7188.71,ATIVOS,FEBRUARY,2023
SECRETARIA DIRETORIA,DESENVOLV.RODOVIARIO S/A-DERSA,7264.6,0.0,0.0,"0,00",0.0,0.0,4961.41,ATIVOS,JANUARY,2023
TEC. EM DESENV. FUNDIARIO R1,FITESP-JOSE GOMES DA SILVA,1030.04,2746.73,0.0,"0,00",1373.37,0.0,887.77,ATIVOS,JANUARY,2023
CHEFE I,DEPARTAM.ESTRADAS RODAGEM DER,2953.47,0.0,0.0,"0,00",341.39,0.0,2738.69,ATIVOS,FEBRUARY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",4842.17,0.0,266.35,"0,00",0.0,0.0,4119.2,ATIVOS,JUNE,2023
CONSELHO DE ADMINISTRACAO,CIA.DES.HAB.URB.EST.S.P.-CDHU,9872.69,0.0,0.0,"0,00",0.0,0.0,8027.06,ATIVOS,APRIL,2023
ASSESSOR TECNICO IV,SECR.CULTURA ECONOMIA CRIATIVA,5075.61,845.93,0.0,"0,00",100.26,0.0,4827.83,ATIVOS,APRIL,2023
PROCURADOR DO ESTADO NIVEL III,PROCURADORIA GERAL DO ESTADO,46067.38,0.0,0.0,"0,00",0.0,-6774.06,15299.77,ATIVOS,FEBRUARY,2023
DIRETOR TECNICO I,SECRETARIA POLIT. P/ MULHER,5063.18,0.0,0.0,"0,00",17.6,0.0,2489.78,ATIVOS,MAY,2023
MEDIADOR DE ENSINO PRESENCIAL,FUND.UNIV.VIRT.EST.SP UNIVESP,2700.0,0.0,0.0,"0,00",0.0,0.0,2445.88,ATIVOS,AUGUST,2023
ASSESSOR TECNICO IV,SECR.DESENVOLVIMENTO ECONOMICO,5075.61,0.0,0.0,"0,00",65.06,0.0,3718.76,ATIVOS,FEBRUARY,2023
CHEFE DEPARTAMENTO,DERSA DESENVOLVIM.RODOV.S.A.,19208.92,0.0,0.0,"0,00",0.0,0.0,13769.04,ATIVOS,MARCH,2023
AUXILIAR SERV.GERAIS,SEC.MEIO AMB. INFRA.LOGIST.,3606.41,0.0,335.42,"0,00",103.48,0.0,2087.2,ATIVOS,JULY,2023
DIRETOR TECNICO II,SECRETARIA DE COMUNICACAO,9097.92,0.0,0.0,"0,00",0.0,0.0,6320.05,ATIVOS,FEBRUARY,2023
TEC SIST METROV II  MANUTEN,COMP.METROPOLITANO S.P.-METRO,12047.02,0.0,2316.69,"0,00",0.0,0.0,8903.5,ATIVOS,MAY,2023
ESPECIALISTA EM PROTE  O E DEF,FUNDACAO PROCON,3753.66,0.0,0.0,"0,00",0.0,0.0,3229.4,ATIVOS,JUNE,2023
GUARDA PORTU RIO,COMPANHIA DOCAS SAO SEBASTIAO,9041.78,0.0,0.0,"0,00",0.0,0.0,4647.36,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA LOGIST. TRANSPORTES,6201.79,6391.7,-41.45,"0,00",-578.33,0.0,10185.2,ATIVOS,JANUARY,2023
OUTROS VINCULOS,SECRETARIA DE GOVERNO,2846.25,0.0,0.0,"0,00",0.0,0.0,1803.38,ATIVOS,JANUARY,2023
OFICIAL DE APOIO METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,11427.28,0.0,0.0,"0,00",0.0,0.0,3142.95,ATIVOS,MAY,2023
ASSESSOR TECNICO II,SECRETARIA JUSTICA E CIDADANIA,6121.92,786.72,0.0,"0,00",0.0,0.0,4674.98,ATIVOS,JANUARY,2023
PROFESSOR DE ENSINO MED E TEC,C.E.ED.TEC.PAULA SOUZA-CEETEPS,15435.23,0.0,17.34,"0,00",0.0,0.0,0.0,ATIVOS,JANUARY,2023
CABO  PM,POLICIA MILITAR SAO PAULO,5222.55,0.0,0.0,"0,00",0.0,0.0,3306.34,ATIVOS,JUNE,2023
MEDICO I,HOSP.CLIN.FAC.MED.USP-HCFMUSP,9240.2,0.0,0.0,"0,00",0.0,0.0,6657.33,ATIVOS,AUGUST,2023
PROF.ADJUNTO IV-M,FAC.MED.S.J.R.PRETO-FAMERP,7305.87,0.0,0.0,"0,00",0.0,0.0,5602.73,ATIVOS,JANUARY,2023
AUDITOR FISCAL DA RECEITA EST,SECRET. FAZENDA PLANEJAMENTO,32034.69,0.0,18497.34,"0,00",10278.0,-18497.34,30502.77,ATIVOS,MARCH,2023
OFICIAL DE MANUTENCAO 05,COM.SAN.BAS.EST.S.PAULO SABESP,5014.16,0.0,0.0,"0,00",0.0,0.0,2082.35,ATIVOS,MARCH,2023
ANALISTA GESTAO ORGANIZACIONAL,CIA.PROC.DADOS EST.S.P-PRODESP,8130.71,0.0,0.0,"0,00",0.0,0.0,6186.08,ATIVOS,JANUARY,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,6588.26,0.0,0.0,"0,00",0.0,0.0,2848.77,ATIVOS,MARCH,2023
TECNOLOGO I,CETESB-CIA.AMBIENTAL EST.S.P.,11495.36,7683.53,0.0,"0,00",0.0,0.0,2736.9,ATIVOS,MAY,2023
ASSESSOR TECNICO II,SECRETARIA TURISMO E VIAGENS,3972.79,37.48,0.0,"0,00",113.63,0.0,3452.89,ATIVOS,JULY,2023
TECNICO EM MECANICA II,EMAE EMP.MET.AGUAS ENERGIA S/A,9289.13,0.0,0.0,"0,00",0.0,0.0,2809.16,ATIVOS,JULY,2023
ASSESSOR TECNICO IV,SEC.TRANSPORTES METROPOLITANOS,6317.5,1052.91,0.0,"0,00",17.6,0.0,4485.51,ATIVOS,JUNE,2023
ASSISTENTE ADMINISTRATIVO II,CIA.DES.HAB.URB.EST.S.P.-CDHU,4320.27,8722.41,0.0,"0,00",0.0,0.0,10610.75,ATIVOS,JULY,2023
INSPETOR TRAFEGO,DESENVOLV.RODOVIARIO S/A-DERSA,8343.96,0.0,0.0,"0,00",0.0,0.0,5478.27,ATIVOS,FEBRUARY,2023
COORDENADOR T CNICO DE GABINET,FUND. AMP. PESQ. EST.SP FAPESP,30691.98,0.0,0.0,"0,00",0.0,0.0,21200.97,ATIVOS,AUGUST,2023
CONSELHEIRO,SAO PAULO PREVIDENCIA   SPPREV,3637.2,0.0,0.0,"0,00",0.0,0.0,3106.34,ATIVOS,FEBRUARY,2023
ADVOGADO,FUND.PF.DR.M.P.PIMENTEL-FUNAP,1876.69,10321.72,0.0,"0,00",0.0,0.0,832.5,ATIVOS,FEBRUARY,2023
ENGENHEIRO,C.P.TRENS METROPOLITANOS-CPTM,11811.06,11420.91,0.0,"0,00",0.0,0.0,20431.8,ATIVOS,JANUARY,2023
AGENTE DE AP SOCIOEDUCAT III,FUNDACAO CASA-SP.,7627.7,3382.64,0.0,"0,00",0.0,0.0,5269.55,ATIVOS,APRIL,2023
MEDICO III,INST.AS.MED.SER.PUB.EST IAMSPE,12949.08,0.0,0.0,"0,00",0.0,0.0,7782.78,ATIVOS,MARCH,2023
OP TRAN METROV II  TRAFEGO,COMP.METROPOLITANO S.P.-METRO,4910.11,4214.06,1279.74,"0,00",0.0,0.0,5959.27,ATIVOS,MARCH,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROCES.DAD.EST.SP PRODESP,19547.32,0.0,0.0,"0,00",0.0,0.0,14437.04,ATIVOS,MAY,2023
TECNICO APOIO GESTAO E OPERACA,CIA.PROCES.DAD.EST.SP PRODESP,3922.22,0.0,0.0,"0,00",577.4,0.0,2522.71,ATIVOS,AUGUST,2023
ESTAGIARIO - PUBLICIDADE E PRO,EMP.METR.TR.URB.SP.S/A-EMTU-SP,1507.68,0.0,0.0,"0,00",150.0,0.0,1657.68,ATIVOS,MARCH,2023
CONTROLADOR CHEFE ADJUNTO,FUND.AMPARO PESQ.EST.SP-FAPESP,8109.35,22262.43,0.0,"0,00",0.0,0.0,7406.96,ATIVOS,JANUARY,2023
TECNICO EM SISTEMAS DE SANEAME,COM.SAN.BAS.EST.S.PAULO SABESP,7720.68,0.0,0.0,"0,00",0.0,0.0,5475.19,ATIVOS,JULY,2023
ESPEC EM ANALISE DE SISTEMAS I,EMAE EMP.MET.AGUAS ENERGIA S/A,21436.04,3297.84,0.0,"0,00",0.0,0.0,12599.5,ATIVOS,AUGUST,2023
MEDIADOR DE ENSINO PRESENCIAL,FUND.UNIV.VIRT.EST.SP UNIVESP,2700.0,0.0,0.0,"0,00",0.0,0.0,2460.1,ATIVOS,AUGUST,2023
ECONOMISTA,DESENVOLVE SP AG.FOM.E.S.PAULO,15693.0,0.0,0.0,"0,00",0.0,0.0,11626.6,ATIVOS,JUNE,2023
AUX. DE GESTAO ORG. VII C,FITESP-JOSE GOMES DA SILVA,2094.57,849.97,0.0,"0,00",0.0,0.0,1789.67,ATIVOS,FEBRUARY,2023
TEC SIST METROV ESP  MANUT,COMP.METROPOLITANO S.P.-METRO,20567.59,0.0,4425.41,"0,00",0.0,0.0,12278.21,ATIVOS,MARCH,2023
OPERADOR PROD ESPECIALIZADO,"FUND.REM.POP.""C.T.LIMA""-FURP",4975.77,0.0,0.0,"0,00",0.0,0.0,4007.14,ATIVOS,APRIL,2023
ANALISTA NEGOCIOS E TECNOLOGIA,CIA.PROC.DADOS EST.S.P-PRODESP,9123.3,0.0,0.0,"0,00",0.0,0.0,7635.51,ATIVOS,FEBRUARY,2023
AUXILIAR SERV.GERAIS,SEC.MEIO AMB. INFRA.LOGIST.,3050.83,0.0,0.0,"0,00",279.04,0.0,1958.22,ATIVOS,APRIL,2023
AUXILIAR SERV.GERAIS,SEC.MEIO AMB. INFRA.LOGIST.,3418.41,0.0,0.0,"0,00",168.49,0.0,1931.64,ATIVOS,MAY,2023
ASSESSOR TECNICO IV,SECRETARIA TURISMO E VIAGENS,6014.87,0.0,0.0,"0,00",0.0,0.0,3446.74,ATIVOS,MAY,2023
AUX LABORAT,CETESB-CIA.AMBIENTAL EST.S.P.,2178.96,0.0,0.0,"0,00",0.0,0.0,0.0,ATIVOS,MAY,2023
EXECUTIVO PUBLICO,SECR.DESENVOLVIMENTO ECONOMICO,5743.83,0.0,0.0,"0,00",17.6,0.0,4427.68,ATIVOS,AUGUST,2023
ASSESSOR TEC. DE GABINETE IV,SECRETARIA TURISMO E VIAGENS,9823.71,1637.28,0.0,"0,00",0.0,0.0,8763.62,ATIVOS,JANUARY,2023
ASSES COMUNICACAO,FUND.PE.ANCHIETA-C.P.RADIO TV.,2669.67,861.48,0.0,"0,00",0.0,0.0,2411.14,ATIVOS,AUGUST,2023
ASSESSOR TECN REGISTRO PUBL.,JUNTA COMERC.E.S.PAULO-JUCESP,6588.26,2928.1,0.0,"0,00",0.0,0.0,6480.54,ATIVOS,MAY,2023
COORDENADOR DE PROGRAMAS CIENT,FUND. AMP. PESQ. EST.SP FAPESP,30297.44,0.0,0.0,"0,00",0.0,0.0,21018.99,ATIVOS,AUGUST,2023
OFICIAL DE APOIO METROLOGIA E,INST.PESOS MEDID.E.S.P-IPEM/SP,10028.56,0.0,0.0,"0,00",0.0,0.0,4361.28,ATIVOS,JUNE,2023
COORD TECNICO,FUND.PE.ANCHIETA-C.P.RADIO TV.,1198.87,18161.36,0.0,"0,00",0.0,0.0,0.0,ATIVOS,APRIL,2023
ARQUITETO III,SECR.CULTURA ECONOMIA CRIATIVA,6772.56,63.88,0.0,"0,00",0.0,0.0,4688.18,ATIVOS,JULY,2023
PROFESSOR DE ENSINO MED E TEC,"CTRO.EST.ED.TEC.""P.SO"" CEETEPS",3327.41,0.0,0.0,"0,00",0.0,0.0,2973.52,ATIVOS,AUGUST,2023
AG.SEG.PENIT.CLASSE III,SECRET.ADMINISTR.PENITENCIARIA,5188.53,0.0,0.0,"0,00",36.72,0.0,2742.98,ATIVOS,FEBRUARY,2023
ASSESSOR TECNICO IV,SECR.CULTURA ECONOMIA CRIATIVA,5470.59,0.0,0.0,"0,00",0.0,0.0,3193.39,ATIVOS,AUGUST,2023
PROFESSOR EDUCACAO BASICA II,SECRETARIA DA EDUCACAO,1729.04,0.0,0.0,"0,00",0.0,0.0,1398.6,ATIVOS,MAY,2023
PROF.ADJUNTO III-M,FAC.MED.S.J.R.PRETO-FAMERP,15480.6,0.0,0.0,"0,00",0.0,0.0,11456.81,ATIVOS,JANUARY,2023
OFICIAL ADMINISTRATIVO,SECRETARIA GESTAO GOVERNO DIG.,1626.02,0.0,0.0,"0,00",0.0,0.0,981.4,ATIVOS,APRIL,2023
EXECUTIVO PUBLICO,CONTROLADORIA GERAL DO ESTADO,7324.31,2441.43,0.0,"0,00",0.0,0.0,7565.15,ATIVOS,APRIL,2023
